Reviewer,Rating,Review Text
Chrissy,4,They cut the crab in the kitchen scene with the chef .. that would have been funny ..
Adriana,4,Loved how it stayed true to the original
lakeisha f,5,"Everything was excellent. Story, effects, music all grew"
Gretchen H,4,This movie was EVERYTHING! I loved the animated version but this version just took it to while new level!!!
Betty M,5,We liked the idea that all the actors were great.  We didnt dislike anything
Facebook U,5,Perfect movie!! Absolutely BEAUTIFUL!!
Shannon,5,"it was really really good. 
the only thing I wasn't crazy about was the beginning of the movie in 3d was extremely blury
 
it did change though throughout"
Regenia K,5,Loved the 3D choice. Movie was very entertaining
Fuzzy's Mom,5,It was as good and action packed as any Marvel movie.  I couldn't leave my seat and cried at the end.  Very powerful messages and strong acting by all.   Perfectly casted.
AP,5,"This is Disneys best live action film!!! The entire cast was awesome!!! The movie was so colorful and bright! Halle is perfect as Ariel, she is a true siren!!! I loved seeing ppl of all ages and races in a packed movie theater. Id definitely be down for a sequel."
Sherrell,5,she played her part well
Brittany P,5,"I loved this movie so much, Halle was a literal dream! Scuttle and Sebastian was very funny & under the sea was my favorite song."
Courtney K,5,A beautiful re-telling of a classic story! That cast was amazing and hats off to the producers for the beautiful display of diversity!
Grace,5,Blown away. Best live action Disney movie ever!
Will,5,Amazing singer and beautiful artist. Well-made cgi in my opinion. Great plot. Forgot about some of the songs from the original Disney animation and was pleasantly reminded. They really brought it to life. I cried when she wanted to be part of that world on the rock with the water splashing. Great moment in the movie and will recommend it to anyone who isn’t afraid to express their emotions. Great acting and great music all around. I honestly don’t know why I didn’t give it a full 5 stars. Maybe because it still wasn’t better than a couple movies I’ve seen in the past year. I’ve seen a ton.
Mark,4,an amazing movie felt a little long but it was still amazing but the problem was the theater itself was super hot but that's not on the movie
Nancy,5,"Loved the singing, cinematography was amazing, loved  everything!!!"
Dan,5,The Little Mermaid is everything we wanted! Our family had a blast and look forward to many watches in the future.
Ruth A,5,The Little Mermaid was simply breathtaking. The visuals were phenomenal and Halle Bailey's voice is quite literally ethereal. The main characters had such an incredible chemistry and they did an overall incredible job bringing this beautiful story to life. I love all of the changes/additions that they added into this live action version of The Little Mermaid. See it in Imax for an even more incredible experience!!
Tyler M,5,"Movie was brilliant. Halle Berry was excellent as Ariel. I'm not going to lie, she deserves to have credit. Black folks deserve to have more major roles"
Kim R,5,Loved Halle and Jonah.  Perfect chemistry!!
Kevin,5,I loved it all. All the actors are phenomenal. The graphics are great. Halle Bailey is a great Ariel.
Marcelle,5,"The storyline was good, and Melissa McCarthys interpretation of the character of Ursula was amazing! My kids loved every second and we might go back!"
Aleta,5,Superduper movie I really enjoyed my granddaughter and I
Janet,3,Movie ok but too long. Also half hour of advertising is to long for a little kids movie as they cant sit that long.
Lee Anne,5,Great!  Great animation mixed with live action!
Abena S,4,It was such a gorgeous film! So much fun and Halle is absolutely perfect as Ariel. Melissa McCarthy is also phenomenal as Ursula. Eric’s song was decent but could’ve gone without it. Enjoyed it overall and highly recommend!
branden,4,Probably the best live adaptation from Disney yet! The whole cast was phenomenal but Halle was the stand out. I’ve never heard her sing before but wow that girl can sing. Melissa was great as Ursula as well. It’s not a perfect movie with only small little nitpicks but overall a must watch
Klon,5,Much better than expected. Good blend of familiar and new! First class!
Shawn M,4,"I wasn't expecting much, hadn't heard great things, but only went because Ariel was my daughter's favorite when she was young and she just finished high school yesterday and this is how she wanted to celebrate with her dad. I really really loved this, though. Bardem and McCarthy helped it have some real heft. The look and feel was beautiful. I think I liked it more than the original animated movie and more than other Disney live-action remakes. See it on its own merits"
Martin,5,"Everything was perfect, I loved the whole movie"
Diane,5,I liked how it closely followed the animated version.  Loved the actors/characters.
Lance  A,0,"The acting was awful! Its unfortunate because this was one of my favorite Disney movies. Horrible graphics depicting water scenes, songs were nowhere near heartfelt or emotional by any means. Poorly done."
Sebastian,4,Good retelling. Would have liked to see a few more changes and the new songs were a little weak in my opinion. But string film!
Google,5,story line stayed the same the movie was good definitely would say it's a must see.
STEPHANIE  D,5,Breath taking and great acting by all! It swept you in until the end!
Michael B,3,"Doesn’t too the original, but one of the better Disney live action remakes.    Halle Bailey and Melissa McCarthy really shine in their roles."
Jorge L,5,Amazing movie! must see in theater. the reprises alone are worth the price of the ticket!
Ann S,3,Too much singing. But I enjoyed the movie.
Lacresha,4,Great movie! Little to long
dka1176,5,Go see it and form your own opinion. I loved it!
Robert,5,"WHAT A MOVIE!!!!! Its pure Disney Magic! Halle was the absolute standout of the whole film, but you have to give Melissas performance of Ursula a round of applause. This was my second viewing, and I cant wait to go back again! Part of your world (all three parts) had me in tears."
D,5,First Disney remake I’ve loved!!!! Scuttlebutt song was soooo cute
Jaleka,5,I loved it. It didn't tell it quite like the original but I love the new spin.
Elana,4,I liked that the movie was a bit animated for me and my kid it was exciting funny in some parts I overall loved the movie
Britney,5,"OUTSTANDING! The cast was amazing, music was awesome."
SADASHORTT,5,Loved the animation the colors and most importantly inclusion with the casting. Loved Halle!!
Maleah,5,"The movie was stunning, Halle was amazing. She captured the true essence of The Little Mermaid. She did a wonderful job."
Benjamin,2,Not the worst Disney remake but not the best. It’s alright enjoyed it mostly
Ruth,5,lived the new songs and the imagery! so much to look at 💕
Derek,4,"Visually stunning, music was originally put together and good. My daughter doesn't like the original but really enjoyed this one."
Lynne,5,It was amazing! Will definitely see it again and tell everyone to go experience it as well!
Amanda,5,"I absolutely loved it. It was everything I wanted it to be after being a little mermaid fanatic my whole life. 
King tritons outfit!!!! Scuttle was so good! Halle was amazing x a million. Missed the les poisons and the purple dress at the end because thats an iconic moment for me her walking out of the sea. but I was amazed by everything and dont forget Ursula so good so so good! Cant wait to see it again!!!"
Danielle,5,My loved the singing and acting!
Crystal,4,I enjoyed the little mermaid. I like that they stayed to the original script of the movie and they had a great diverse bunch of characters. I hated the family sitting in front of me with the kids that kept the lights on the entire time. It took away from the movie they were a distraction.
TB,5,We loved it. It was magical!!!!
Facebook U,5,Amazing reenactment of the original film. All actors and actresses did an AMAZING job! Bravo!
ANM,4,"loved it. perfect in every way, just a little long for my 3.5 year old. She loved all the music and the action."
Fallon B,4,Loved it. So fun. Hailey’s voice was beautiful and her interpretation of Ariel was perfect. Loved Melissa McCarthy’s Ursella
PB,4,Ursula is definitely the star of the show!!!
Paulette,5,Took my 5 year old granddaughter snd we both loved it!
Braxton,5,Gorgeous movie absolutely amazing. Halle Bailey delivers a fantastic performance as Ariel and Melissa McCarthy was a perfect choice for Ursula.
Shannon,5,Great movie!!! We loved it.
Tierra H,5,"Loved it, so nostalgic. Halle as Ariel is splendid and Melissa totally embodies Ursula. Love the diversity of the cast, the updates story line and new songs by LMM will see avian"
Analiese,5,Love this movie! Ariel is my favorite princess since I was little and I was scared they would change too much but jt was really good! All the changes tied into together perfectly! So good!
Lawrence B,4,A great visual spectacle with wonderful performances. Just a tad long.
Maria Gary,4,"The music, colors, and the crab was hilarious"
Jennifer,5,It was soooooooo goood!!!
Monique P,5,"This movie was fantastic. I was worried about the CGI based on some reviews but Disney did a great job (we all know this is fiction so the CGI comments are silly). The lead actress was adorable and all the actors were fun, including Ursula. It really pulled at the heart strings in the end. Go see it!"
Dun Kno,5,Great movie although nuff singing
Adrian Todd,5,"Amazingly beautiful with an awesome cast! The visuals are breathtaking, and the music/vocals are 5 stellar stars 🌟 🌟 🌟 🌟 🌟!!!"
Crystal,5,Great movie! I would watch it again.
Tigerfish,2,Drags in parts and dialogue is cringe-worthy
Delores,4,It captured everything like the animated version. Ursala was wicked as ever lol.
jlu,4,"A wondrous delight. Halle is perfection & the sequences of “Part of Your World” & “Kiss the Girl” are, too. Halle & Jonah ooze chemistry. Melissa appropriately hams it up."
Alejandro L,3,"Perfection is detailed always with Disney! Magical as expected. We’ll cast and visually stunning film. My only. Note.. is the music  seemed bless potent in feeling it. But overall , a must see .."
Lisa,5,Visually stunning with minor added explanatory story/character changes that work only to enhance this movie. I love this retelling! The cast diversity is definitely an enhancement!
Dayna L,4,"Casting was perfect for this live action The Little Mermaid. Halle Bailey did a great job as Ariel, reminding us she is after all a teenager with dreams of her own. Couldn't get a better Ursula than Melissa McCarthy! Potentially frightening scenes for very young children with Ursula and her skull treasures, electric eel friends and anger scenes at the end. Prince Eric a young man who any girl would want seems a bit old for Ariel, his added song was ok, great voice. Multi cultural, multi nationality cast. The colors under the sea beyond real."
Terri,4,"The movie was great. My granddaughters loved it. They loved ursela, Ariel and scuttle so much!!"
Jason David Maddox,5,Fantastic! A wonderful treat for the whole family.
Andrea,5,"Love love loved the movie!! I didn't like the moving seats, water sprays and air bursts as much as my 9 year old but we haven't been to this theater in many years. You get extras with a 3D movie now I suppose. Overall the movie was absolutely amazing. And we both cried."
Sarah L,5,The beautiful woman who played Ariel - did so perfectly I cant imagine a better person! Absolute magical watching in the theatre. They made sure to add in all the beautiful most iconic parts of the original and nailed it!!! Exceeded my expectations for the movie!
Marc,5,"Five star not because of the visuals or the vfx, but for the cast, and truly this movie is the definition of camp lolololollllll"
Den,2,"It was basically a musical, but i shouldve expected that when I saw it was produced by Lin Manuel Miranda. There wasnt much dialogue between the characters and in almost every scene they were singing, even the prince. Which is weird because he doesnt sing in the animated version. Most scenes were changed or completely left out, especially the ending. The setting of the movie looked like it was on a Caribbean island. In the end they made it seem like their marriage was going to be the change of the future. When there was actual dialogue between the characters it was enjoyable. Halle sang beautifully but they made her drag out every syllable while she was singing which was kinda annoying. But the cast did a great job acting :)"
Zayne,0,Terrible. Poorly casted. Felt like a bad tribute to the original.
Kirk,5,"The Little Mermaid (2023) is a magical, breathtakingly, gorgeous ride of a summer blockbuster. This faithful reimagining of the original story and 1989 classic boasts a powerhouse performance from Halle Bailey who's stands toe to toe with Jodi Benson's iconic version of the little mermaid. Melissa McCarthy is deliciously evil as the Sea Witch Ursula, with Jonah Hauer-King and Javier Bardem giving some of their best work as Prince Eric and King Triton respectively. Not to mention the ecstatic vocal talents of Daveed Diggs as Sebastian, Awkafina as Scuttle, and Jacob Tremblay as Flounder. Director Rob Marshall along with Screenwriter David Magee has crafted a little mermaid that honors and respects the original film, but breathes a new life and energy into this version of the classic story. Go out and see it on the biggest screen possible. Disney's The Little Mermaid is sure to be another gem from that will be beloved for years."
Alexander M,5,The most beautiful live action movie ever
Natalie,5,What a beautiful story and the actors were fantastic! I’m going to see it again
Shannon P,1,The only good thing in this movie was Melissa McCarthy.
Tiffani,5,Love it. Beautiful movie.
Bird,5,I loved the black princess 👑
Patricia W,5,Halle Bailey was the perfect Ariel— sweet and charming with a voice to die for. Loved the new songs. This felt like a richer experience than the original which I also love. Went into this expecting to not like it and was surprisingly blown away.
Tia lampman,5,It was very good I would see it again
genesis,5,absolutely loved this movie and so did my daughter. Halle did amazing!!!!
Raven,5,Just how I remembered it
Zane K,5,Spectacular. The whole audience applauded after her song. She was amazing.
Gene Jenkins,5,"Can't say enough about how much I liked and was surprised about this movie! There's been so much hype over races and woke issues with Disney lately that I honestly prepared myself for the worst. Yes, multiple races are represented however they blend into the story and don't even get near to being over the top on any level! Each actor plays their part well and remains true to the storyline. Woke-ism aside the movie is a spectacular trip into the world of both Hans Christian Andersen and also draws from Disney's former Little Mermaid movie in many ways. The photography is stunning and the quality is exactly what an audience would come to expect from a Disney production. The only warning I would suggest is that there are some pretty scary scenes surrounding the wonderful Ursula character done to perfection by Melissa McCarthy that the little ones might become frightened by so maybe think about not bringing kids under 5 years old or so. All in all a wonderful couple of hours in another world which left me with a much better feeling about Disney. They do still seem to realize that telling a story is a way of escape and that's in essence what movies should be mostly all about!"
Bread,5,Wonderful adaptation of the original! Fresh and fun. Excited to see it again because Halle is such a lovely little mermaid.
Keegan,5,It was the best Disney remake. It brought my childhood back to life. I was singing and dancing in my seat. Ill be back to see it in 3D.
Emalea,5,"Best remake from Disney yet!!!! All the colors, new songs, more storyline. I was amazed at how well they were able to make my favorite movie even better."
ALICE Belcher,5,"The cinematography, the voice of Halley, the actors—awesome!  It was wonderful watching these little black girls coming out of the theater with their families—singing Aerials song with perfect pitch, wish I could be part of your world!-because they could see themselves projected in a Disney movie, which allows them to relate to the movie so well!  Grown men came out tearing up!  One of them said to me:  Thats one of the best movies I have ever seen.— as we both walked out of the theater.  This is a must see!  Take your kids!  Thank you, Disney!"
RG,5,I would see this movie over and over again. They did such an amazing job at filling in the missing pieces while also keeping it similar to the original. The cast was amazing & I love how realistic it seems.
Vernon,5,"Everything, the animation, new songs a fantastic phenomenal movie."
Brayden,5,Halle glows in this vibrant remake that is pretty faithful to the original.
Mrs Williams,2,The original cartoon was so much better... the singing and the characters were not giving me little mermaid vibes it just wasn't good to me
Ayana,5,"Perfect mesh of Pixar and Planet Earth, verbiage to describe ocean destruction- not over lavish or excessive princess detail, which would be fitting to see in a princess movie, but well done."
kamie g,5,I loved the slight changes and the new songs. The imagery was beautiful.
Heather,0,"Do not see this movie if you loved the original.  Added/deleted scenes, changed original songs, mediocre acting, dull colors, changed storyline, and WAY too long.  

Will not watch it again."
David G,5,It was a visual feast with glorious singing!
Jennifer,3,"As a whole, the movie was good. However, the music was terrible. Unnecessary songs added, lyrics changed to original songs. I'm sad because I love Lin Manuel Miranda. Hamilton still gets played daily in my home. But this soundtrack was not great. Adding Ariel to throw in an ""Under the Sea"" here and there during the song was misplaced. ""Kiss The Girl"" is my all-time favorite Disney song, and this version failed- it sounded like a watered down Kidz Bop version. Didn't give you the buildup that the original song did.

The parts that were understandably supposed to be darker were too dark. It was difficult to see some of those scenes.

Melissa McCarthy was outstanding. Daveed Diggs had us laughing every time Sebastian was onscreen. Awkwafina was just bad. We cringed with all of Scuttle's lines. And I normally like her, but in this movie it was just off.

It's Disney and it's The Little Mermaid so I'll still but a hard copy when it's available for our collection. But we were left semi-underwhelmed."
Kari,5,"A must see, perfection!!"
Elena,5,Surprisingly beautiful movie! The updates were subtle and still somehow kept the overall feeling of the movie. Really enjoyed it and want to see it again before its out of theaters.
Donna,5,"We thought the movie was absolutely great. I loved the 3D effects and the glasses made it perfect. My granddaughters loved it as well, who are 5 & 12. Halle did an amazing job."
Laura,5,Halle IS The little mermaid!!! Her voice was everything in this film. It was wonderful to watch!
Anastasia,5,"Halle was so amazing perfect for this role, love love love!!!"
Kendall,5,"Im a 90s kid and the cartoon was my first true obsession and halle was simply magical - ariels voice and spirit are vital to her character and she was enchanting - every acting and creative choice (esp the ones I questioned from
The trailer) that was made was incredibly executed and not a single new element  took away from the elements of the cartoon that were being recreated! the music was lovely and the characters were so likable"
Chris S,3,"A few bad CGI parts not a fan of the way they did Prince Eric. Also, not a fan of one of the songs"
Heather,5,It was a beautiful movie and really did justice to the original Disney film.
Jasmine,5,The film was very beautiful! Halle’s voice is magnificent and her acting was stellar! I’m glad I watched this film because I really enjoyed it.
Mallory E,5,My niece was dancing in her seat and I couldn’t help but laugh out loud and dance a little myself. We had a great time.
Carol,5,Historical and mythological context was added to this version.  Even facts about how sea creatures adapt to the environment were added. I loved seeing Jody Benson in the movie again.
Jusmejay27,5,Everything from the writing to the Music to the visual effects was amazing ! Best Disney Real life remake thus far !!! Can't wait to see it again in 3D!
cheryl,4,"From the dramatic opening of the ocean, beautiful to watch, actors chosen for this are perfect. The music, the undersea world beautiful, storyline kept me captivated. Had a lovely message of acceptance. This movie was created with love"
Denise C,3,It is very long and not attention grabbing however in todays world it has a happier ending than we get on any news program.
TDM,4,"Great movie! CGI wasn't the greatest, but it wasn't bad either. A great family friendly movie! Take your kids they will love it!"
Jessica,5,Halle Bailey's performance was the highlight of the movement. You feel all the emotions watching this. highly recommend
Kymmia,5,Excellent adaptation of the original movie. Lots of new fun songs and the visuals were just amazing! Everyone in the cast was perfect for their role!
Xavier,5,"It was magical, transcendent. Made me feel like a kid again :)"
JULIOWATCHMOVIES,5,"Halle it’s Ariel, the music it’s fantastic! Disney magic on his peack"
Gabrelle,5,I loved the New Little Mermaid. The songs were incredible. Graphics were out of this world.
Ashley,5,I highly recommend any fan of the original going to see it. Theres just enough change to the story to make you think. Seeing again on tuesday
Stacy,5,I felt like I was in an aquarium
Michelle G,5,"Loved the graphics. Loved Melissa McCarthy as Ursula. The prince was not a great singer, but overall, it was a great show."
BIRDIE,5,A Must See! I highly recommend this film to everyone to go see! The cast was absolutely wonderful!  Halle Bailey did an Outstanding Performance Melissa McCarthy was dynamic. A beautifully done movie with OSCAR written all over it!! I took my Girl Scout Troop to see the movie and we LOVED it!!!
Christine,5,I loved everything about it!!! It was great!!! I’ve always love The Little Mermaid and it met my standards!!!
Jai,5,True to the Cartoon with minor tweaks that made sense.  I enjoyed the clearness of the ocean. Halle embodied the innocence of the original cartoon Ariel.  She was magical to watch and I can definitely see why she won the part.  Everytime she sang it was truly a Siren Song!  Definitely a must see
Randall D,3,Save your money and watch it on standard screen. 3D was a real let down. Ursula was a bit scary for young kids. But overall was kind of entertainment
First L,5,The casting was wonderful.  The story was great.
Xavier,5,"I was very skeptical at first when it came to watching this film. I must say, I do not regret watching it at all!.... All throughout I felt the magic of Disney. Being a fan of the original classic allowed me to look and appreciate the hard work put into this films and some amazing side character performances that stood out along side the main stars. Though it wasn't perfect, it was still amazing. This movie is easily a 9 out of 10 for me."
Ben,3,the film is beautiful and i MOSTLY had a great time watching it. Bailey and Mcarthy are the stand outs.
Amber,5,Loved this movie so much! Halle makes the perfect Ariel and Melissa McCartney was the best Ursula
Lkelly,5,"The witch and the crab was fantabulous!! The special effects were all beautiful! Loved the King! The chemistry between Ariel and the prince was very touching and I shedded a tear on a couple of scenes. Enjoyed all the castle and island fights people. The diversity of the whole cast was refreshing, even the scenery was great."
Johanna,5,Refreshing film. Loved the diversity. Simply AMAZING!
Nicole,5,I loved this movie. The representation from ALL cultures it was so raw so authentic the entire cast was just amazing
Ali,4,It was a good replica of the original. I liked a couple of the new songs they sang. Some of the singing you could tell was lip sang because it was off.
Jack T,4,"This story recharged Disney and I loved this reboot in live action!  All of the actors and actresses did their job splendidly and what could be better than more music by Lin Manuel?  I have heard critics pan this as a dud, and I say poo on them!  Take your loved ones and enjoy!"
Tiera,5,Loved this movie.  The underwater colors were so beautiful
dalyalah,5,Beautiful movie from start to finish didnt want it to end
Hodge,5,"What a fun movie!! So glad I got to see this at my big age, hahah.  Halle was GREAT! Sebastian was HILARIOUS! Go see this movie."
Joey,5,Best Disney live action I have ever seen! Halle Bailey embodies Ariel in every single way! Cant wait to go back and see this movie again.
RAIN 🌧️,4,Cute movie! Forgot it was a musical tho lol
Sonya P,5,I like the overarching message stated at the end of the movie. Resonates loudly in this current day.
NVST,5,I loved it! Great family movie!
Tanisha Berry,5,loved the movie! Halle was amazing 9
Maria R,5,"We laughed, we cried, we got all the feels. What a fanatic movie.  They did the original proud and this is coming from a die hard little mermaid fan"
Juandi,4,Halle Bailey was born for this role. She was amazing from the acting to the singing. The cgi was great & colorful. Overall very entertaining & well put together film. Made us Disney fans proud.
Johanna,5,"Me encanto, me gusto que mantuvieron la historia original, me gusto el efecto 4D, mis hijos y yo nos divertimos mucho, el efecto de estar nadando y ver esa maravilla de colores en el mar me encanto."
Aukai,5,Started off a little slow but I LOVED it! It was very nostalgic but new at the same time. Definitely recommend 100%
hannah,5,best disney live action film by FAR point blank period.
Julio A,5,"love it 
wish I can see it in Spanish here in CA"
Nick,5,"Beautiful ocean cinematography, BIG URSULA, and Halle Bailey as Ariel all made for a fun and enjoyable watch."
charlotte r,4,First time seeing Little Mermaid at age 54. Good movie.
Heather,5,"I might be biased bc little mermaid was my favorite as a kid, but I think this is by far the best live action Disney has done!"
Wendy Padilla,4,I loved it it was a wonderful experience. Dont care what anybody says.
Branden,5,Halle Bailey!!!!!!!!!!!!!! She is Ariel. Melissa McCarthy shocked me. Really good! This is a new favorite and my favorite live action remake so far.
Anheny,5,the visuals were beautiful and halle bailey delivered
cesar p,5,LOVED IT!! Every single second of this money was amazing! It was worth the wait! Halle Bailey was just an amazing Ariel!.
reyna,3,"Good , liked that they put a twist on it ."
Simon,5,Halle Bailey is a super star!
Julie,5,"Such an amazing movie , cannot seem to stop admiring"
Kevin,4,"It’s a good movie, long but pretty and adventurous .  If you are rating it zero/one because of the casting…. Grow up."
Lacey,5,An amazing and magical experience! True to the classic with all of the 30years of mastering special effects. 7+would enjoy! Ursala is pretty intense and as an adult I loved every minute of it.
"Grizzy Miranda 
Grizzy M",5,"I absolutely love the movie. I laughed and cried, and of course, singing along."
Cory,5,A beautiful remake of the animated classic of the same name. Halle Bailey is incredible as Ariel and Mellisa McCarthy is terrifying as the sea witch Ursula. Every Disney fan will leave the theatre singing “under the sea!
Alex H,5,Loved it so much. So nostalgic but the re-imagination of a classic was iconic
steph,4,halles voice is amazing! Sebastians accent was AWFUL and king tritons acting was very wooden and underwhelming...overall i considered this movie more like an adaptation of the original ( like the live action Aladdin) than a remake (like B&B).
H,5,"I thought it was fantastic from the beautiful colors and textures of the era-accurate costumes to Halle Baileys stunning voice. The writing was strong and though some changes were made to story, I felt that they actually fixed some plot holes that the og film had. Halles portrayal of Ariel was absolutely astounding and I found the colors and aesthetic of the world building to be just lovely."
Cameron,5,A MUST SEE MOVIE! Halle Bailey was phenomenal and is a superstar in the making! She was perfectly cast as Ariel and the rest of the cast was Amazing as well. I’m buying my second ticket as we speak!
Eddie,5,SUCH A CUTE MOVIE! Omg totally worth the wait for it.
sabria,5,"My girl was phenomenal, PERIODT!!!!"
Kat Kessler,5,Loved everything! Amazing in every aspect!
Anthony Reyes,5,"such a great film , a work of art,  everyone was cast perfectly, especially Halle, she was born for this role, she brought her magic to Ariel, with her godly voice especially, you can just see that she gave her all into her strong yet effortless performance, it looked beautiful, every character had chemistry with each other, especially Jonah who gave a strong & handsome performance, Melissa was also great with her strong & fierce portrayal, the movie was funny, mostly because of our three animal friends who were brought to life by amazing talent, its romantic & a feast for the eyes, the music was obviously great with the barely noticeable but appreciated updates, the new music was great as well, just an iconic gorgeous film"
Shyra,5,Absolutely loved it. 10/10. Beautiful movie and soooo captivating.
Sheyla,1,"They did flounder dirty!! I didn’t like it I had high hopes for this movie, as it’s my favorite movie growing up…"
c,5,PHENOMENAL!!! Halle Bailey is the PERFECT Ariel!! She shines the entire time and that VOICE!!! Absolutely beautiful!
Chris,5,"I’m not a Disney guy but took my girl to watch this movie. She loved it and it’s kind of a reminder of her childhood. So since she loved it give it 5 stars. The characters were funny, plot was good, no complaints oh and animations were great"
Victoria Summers,5,Literally so amazing!!! I love that we have two little mermaid movies always been an absolute fan. The little mermaid has always been my favorite movie this live action is everything I couldve wanted!! My niece 6 loved!   She said she cried at the end I absolutely cried more than once!! Laughed the entire time. I will definitely be going again!!!
Maricel,4,Awesome ti see Ariel and her story come to life! I enjoyed the new scenes and seeing more of a connection between her & Eric!
esteban,5,everything was perfect. no one could’ve brought ariel to life but halle
Jennifer,5,I loved the movie!! The movie looked 3D just magical I took my 2 year old who has never been to the movies and she loved it!!
Keya,5,"I love the storyline, the optics were beautiful, Ariel is Really pretty BUT my only recommendation is to Not see it in 3D.. I feel that the 3D feature takes away from the movie instead of enhancing it"
Brandy,5,"Phenomenal I laughed I cried , I bawled"
Alex,5,"Stunning visuals, amazing performances, kept beloved parts and additions only enhanced the movie. Will be seeing several more times"
JaCorey M,5,Such a great remake of a classic! The original songs were amazing! Ursula was ICONIC!
Deest93,5,Phenomenal casting and awesome nostalgia and yet fresh take on a classic!
Josie,5,Ariel was brought to life
Daisy,4,"It was funny, emotional, scary, and different in its own way! My daughter and I enjoyed it and loved all the colors and songs."
Alex LaStar,5,It was such a great moving to watch. Halle Baileys voice was just so beautiful to listen to and she portrayed Ariel very elegantly . I mean the entire cast was filled with amazing vocals and talent!! I recommend this film to anyone who isnt stuck on comparing the original animation to the live action!!
Anthony B,4,An incredible retelling of the classic story
Shawn,5,THIS WAS ABSOLUTELY THE BEST LIVE ACTIOK DISNEY HAS DONE!!!!!!
Mark  G,5,"10/10. Loved everything about this movie. The diversity of the casting, the graphics, the humor, the precise character portrayal. It is a must see movie!"
Harold J,5,"I just saw the Little Mermaid (2023), and I loved it!!! Rob Marshall and his team understood the assignment when it comes to making a Disney live action remake of a classic. You need to honor the original, but find ways to do things different and maybe fix any plot holes.

Pros:

Halle Bailey knocked out of the park as Ariel. To all of the naysayers that were pissed off that she was cast, SHUT UP!!!! For a role like this, it shouldn’t matter what race Ariel is. She had the look, the voice, and the acting to pull off this role. She sings “Part of Your World” very beautifully, as well as a new song. The fact that Jodi Benson passed the torch to Halle in movie and out of movie is truly high praise.

Javier Bardem was great as King Triton.

Melissa McCarthy won me over as Ursula. I was really worried that she wouldn’t be the right fit for Ursula, but she proved me wrong. The one thing I needed from her was for her to sing “Poor Unfortunate Souls,” and she did it and she sang it the right way. Thank you so much for that, Melissa!!!

Jonah Hauer-King was good as Prince Eric. He gets a better story arc and character motivation. He even gets a new song, “Uncharted Waters.”

Awkwafina was perfect as Scuttle. Every role she touches is gold. Now she just needs to have a role in Star Wars and she can complete the trifecta.

Daveed Diggs was good as Sebastian.

Jacob Tremblay was good as Flounder.

The directing was great. It was shot on location and shot well. The underwater scenes were beautiful.

All of the songs were done justice, and sung the right way. I even liked the new songs. Having Alan Menken back and Lin-Manuel Miranda is a just amazing. Disney is winning when these two are doing the music for their movies.

They fixed some plot holes and story beats to fit this version, and it works.

Cons:

It does feel like a drags a little throughout the movie. 

I wish we got more of Ariel’s sisters, but I get it’s not their story.

Overall, this remake is worth a watch. It will definitely be making the top tier list of the better Disney live action remakes with Beauty and the Beast (2017), Aladdin (2019), Maleficent, Cinderella (2015), and Cruella.

10/10 highly recommend"
Willie Reed,5,IT WAS ABSOLUTELY BEAUTIFUL!!! I can’t wait to see it again and again
jonathan,5,It was amazing ! Cast was awesome love the extras they added in if people didn’t enjoy it they are closed minded and wouldn’t have liked it no matter what because it was a 10/10
Alex L,5,Halle Bailey!!!!! if you for one second had any doubt about her.... you will be proven wrong. she was AMAZING!!!!!! As was Melissa McCarthy and the rest of the cast.
Frank R,3,"kept true to the original Disney movie with a few added songs, some of which were very hard to sit through. The CGI could have been better and a few complaints but overall not bad. not great but not bad either."
Syed Ahmed N,3,This movie felt and looked dull. But the songs (originals) were great. The new songs weren’t necessary. 15 mins too long. Ariel was 10/10.
Austin J,5,One of the best Disney remakes thus far.
Jevante,5,Love love love 12/10
octavio,5,"no seafoam dress :(, and ariel’s sisters only had 30 seconds of screen time , over all very beautiful movie i would still recommend to watch"
Jasmine,5,Amazing!!!! They added more depth to Ariel and Eric’s characters. Halle Bailey was the perfect casting choice!
CHINA,5,Amazing adaptation to live screen! We felt like we were watching a Broadway musical in the best way. The characters were all amazing and they stayed true to all the parts of the original that we know and love  we were singing along to every word and smiling ear to ear.
Monet,5,Love how they stuck to the storyline and Halle was AMAZING!!!
Latoya,4,During the movie at one of the parts when Ariel is singing the sound cut off for a little while then pop back on hey say on Weseloh then the sound got very high at the movie theaters.
Christine,5,"I loved that they stick to the original along with some added extra surprises,"
Wayne,3,"The color appeared washed out leaving a dark visual,  The environmental comment seemed out of place."
mermaidFanboy,5,"I loved this move so much, the changes that they made to the movie made it fit the TODAYS woman. It fun, it was sad, the emotion of this movie was EVERYTHING!"
shani,5,everything this about this movie was amazing
Lyle,5,Absolutely beautiful film. Great music great effects! True in a lot of ways to the original! Great remake
kaialexis,4,such a wonderful movie! the cast were PERFECT picks!
cynthia m,5,LOVED this movie! SO beautiful & well done.
Britt,5,Phenomenal but I could have done without the singing from Eric
alex,5,HALLE BAILEY IS A STAR!!!!
